atom_id,id,element
TR186_40,TR186,h
TR186_41,TR186,h
TR186_5,TR186,c
TR186_6,TR186,c
TR186_7,TR186,c
TR186_8,TR186,c
TR186_9,TR186,c
TR190_1,TR190,n
TR190_10,TR190,c
TR190_11,TR190,c
TR190_12,TR190,c
TR190_13,TR190,c
TR190_14,TR190,n
TR190_15,TR190,o
TR190_16,TR190,h
TR190_17,TR190,h
TR190_18,TR190,h
TR190_19,TR190,h
TR190_2,TR190,c
TR190_20,TR190,h
TR190_21,TR190,h
TR190_22,TR190,h
TR190_23,TR190,h
TR190_24,TR190,h
TR190_25,TR190,h
TR190_3,TR190,c
TR190_4,TR190,c
TR190_5,TR190,c
TR190_6,TR190,c
TR190_7,TR190,c
TR190_8,TR190,c
TR190_9,TR190,c
TR191_1,TR191,o
TR191_10,TR191,h
TR191_11,TR191,h
TR191_12,TR191,h
TR191_13,TR191,h
TR191_14,TR191,h
TR191_15,TR191,h
TR191_16,TR191,h
TR191_17,TR191,h
TR191_18,TR191,h
TR191_19,TR191,h
TR191_2,TR191,c
TR191_20,TR191,h
TR191_21,TR191,h
TR191_3,TR191,c
TR191_4,TR191,c
TR191_5,TR191,c
TR191_6,TR191,c
TR191_7,TR191,c
TR191_8,TR191,cl
TR191_9,TR191,cl
TR192_1,TR192,c
TR192_10,TR192,o
TR192_11,TR192,s
TR192_12,TR192,o
TR192_13,TR192,o
TR192_14,TR192,c
TR192_15,TR192,c
TR192_16,TR192,c
TR192_17,TR192,c
TR192_18,TR192,c
TR192_19,TR192,c
TR192_2,TR192,s
TR192_20,TR192,h
TR192_21,TR192,h
TR192_22,TR192,h
TR192_23,TR192,h
TR192_24,TR192,h
TR192_25,TR192,h
TR192_26,TR192,h
TR192_27,TR192,h
TR192_28,TR192,h
TR192_29,TR192,h
TR192_3,TR192,c
TR192_30,TR192,h
TR192_31,TR192,h
TR192_32,TR192,h
TR192_33,TR192,h
TR192_34,TR192,h
TR192_35,TR192,h
TR192_36,TR192,h
TR192_37,TR192,h
TR192_38,TR192,h
TR192_4,TR192,c
TR192_5,TR192,p
TR192_6,TR192,c
TR192_7,TR192,o
TR192_8,TR192,o
TR192_9,TR192,o
TR195_1,TR195,o
TR195_10,TR195,c
TR195_11,TR195,c
TR195_12,TR195,c
TR195_13,TR195,c
TR195_14,TR195,f
TR195_15,TR195,f
TR195_16,TR195,f
TR195_17,TR195,h
TR195_18,TR195,h
TR195_19,TR195,h
TR195_2,TR195,c
TR195_20,TR195,h
TR195_21,TR195,h
TR195_22,TR195,h
TR195_23,TR195,h
TR195_24,TR195,h
TR195_25,TR195,h
TR195_26,TR195,h
TR195_27,TR195,h
TR195_3,TR195,n
TR195_4,TR195,n
TR195_5,TR195,c
TR195_6,TR195,c
TR195_7,TR195,c
TR195_8,TR195,c
TR195_9,TR195,c
TR196_1,TR196,c
TR196_10,TR196,o
TR196_11,TR196,c
TR196_12,TR196,c
TR196_13,TR196,o
TR196_14,TR196,c
TR196_15,TR196,c
TR196_16,TR196,c
TR196_17,TR196,c
TR196_18,TR196,c
TR196_19,TR196,n
TR196_2,TR196,c
TR196_20,TR196,h
TR196_21,TR196,h
TR196_22,TR196,h
TR196_23,TR196,h
TR196_24,TR196,h
TR196_25,TR196,h
TR196_26,TR196,h
TR196_27,TR196,h
TR196_28,TR196,h
TR196_29,TR196,h
TR196_3,TR196,c
TR196_30,TR196,h
TR196_31,TR196,h
TR196_32,TR196,h
TR196_33,TR196,h
TR196_34,TR196,h
TR196_4,TR196,c
TR196_5,TR196,c
TR196_6,TR196,c
TR196_7,TR196,c
TR196_8,TR196,c
TR196_9,TR196,c
TR203_1,TR203,c
TR203_10,TR203,h
TR203_11,TR203,h
TR203_12,TR203,h
TR203_13,TR203,h
TR203_2,TR203,c
TR203_3,TR203,c
TR203_4,TR203,c
TR203_5,TR203,c
TR203_6,TR203,c
TR203_7,TR203,o
TR203_8,TR203,h
TR203_9,TR203,h
TR207_1,TR207,o
TR207_10,TR207,c
TR207_11,TR207,c
TR207_12,TR207,c
TR207_13,TR207,c
TR207_14,TR207,o
TR207_15,TR207,c
TR207_16,TR207,br
TR207_17,TR207,h
TR207_18,TR207,h
TR207_19,TR207,h
TR207_2,TR207,c
TR207_20,TR207,h
TR207_21,TR207,h
TR207_22,TR207,h
TR207_23,TR207,h
TR207_24,TR207,h
TR207_25,TR207,na
TR207_3,TR207,c
TR207_4,TR207,o
TR207_5,TR207,c
TR207_6,TR207,c
TR207_7,TR207,o
TR207_8,TR207,c
TR207_9,TR207,c
TR208_1,TR208,n
TR208_10,TR208,c
TR208_11,TR208,c
TR208_12,TR208,c
TR208_13,TR208,c
TR208_14,TR208,c
TR208_15,TR208,c
TR208_16,TR208,c
TR208_17,TR208,c
TR208_18,TR208,c
TR208_19,TR208,o
TR208_2,TR208,n
TR208_20,TR208,s
TR208_21,TR208,o
TR208_22,TR208,o
TR208_23,TR208,o
TR208_24,TR208,s
TR208_25,TR208,o
TR208_26,TR208,o
TR208_27,TR208,o
TR208_28,TR208,h
TR208_29,TR208,h
TR208_3,TR208,c
TR208_30,TR208,h
TR208_31,TR208,h
TR208_32,TR208,h
TR208_33,TR208,h
TR208_34,TR208,h
TR208_35,TR208,h
TR208_36,TR208,h
TR208_37,TR208,h
TR208_38,TR208,na
TR208_39,TR208,na
TR208_4,TR208,c
TR208_5,TR208,c
TR208_6,TR208,c
TR208_7,TR208,c
TR208_8,TR208,c
TR208_9,TR208,c
TR210_1,TR210,c
TR210_2,TR210,c
TR210_3,TR210,br
TR210_4,TR210,br
TR210_5,TR210,h
TR210_6,TR210,h
TR210_7,TR210,h
TR210_8,TR210,h
TR211_1,TR211,c
TR211_10,TR211,c
TR211_11,TR211,c
TR211_12,TR211,c
TR211_13,TR211,c
TR211_14,TR211,c
TR211_15,TR211,c
TR211_16,TR211,c
TR211_17,TR211,c
TR211_18,TR211,c
TR211_19,TR211,o
TR211_2,TR211,c
TR211_20,TR211,s
TR211_21,TR211,o
TR211_22,TR211,o
TR211_23,TR211,o
TR211_24,TR211,s
TR211_25,TR211,o
TR211_26,TR211,o
TR211_27,TR211,o
TR211_28,TR211,h
TR211_29,TR211,h
TR211_3,TR211,c
TR211_30,TR211,h
TR211_31,TR211,h
TR211_32,TR211,h
TR211_33,TR211,h
TR211_34,TR211,h
TR211_35,TR211,h
TR211_36,TR211,h
TR211_37,TR211,h
TR211_38,TR211,na
TR211_39,TR211,na
TR211_4,TR211,c
TR211_5,TR211,c
TR211_6,TR211,c
TR211_7,TR211,n
TR211_8,TR211,n
TR211_9,TR211,c
TR214_1,TR214,o
TR214_10,TR214,h
TR214_11,TR214,h
TR214_12,TR214,h
TR214_13,TR214,h
TR214_14,TR214,h
TR214_15,TR214,h
TR214_16,TR214,h
TR214_17,TR214,h
TR214_18,TR214,h
TR214_19,TR214,h
TR214_2,TR214,c
TR214_3,TR214,c
TR214_4,TR214,n
TR214_5,TR214,c
TR214_6,TR214,c
TR214_7,TR214,c
TR214_8,TR214,c
TR214_9,TR214,h
TR216_1,TR216,c
TR216_10,TR216,o
TR216_11,TR216,c
TR216_12,TR216,c
TR216_13,TR216,c
TR216_14,TR216,n
TR216_15,TR216,h
TR216_16,TR216,h
TR216_17,TR216,h
TR216_18,TR216,h
TR216_19,TR216,h
TR216_2,TR216,c
TR216_20,TR216,h
TR216_21,TR216,h
TR216_22,TR216,h
TR216_23,TR216,h
TR216_24,TR216,h
TR216_25,TR216,h
TR216_26,TR216,h
TR216_27,TR216,h
TR216_28,TR216,h
TR216_29,TR216,h
TR216_3,TR216,c
TR216_30,TR216,h
TR216_31,TR216,h
TR216_32,TR216,h
TR216_33,TR216,h
TR216_34,TR216,h
TR216_35,TR216,h
TR216_36,TR216,h
TR216_37,TR216,h
TR216_4,TR216,c
TR216_5,TR216,c
TR216_6,TR216,c
TR216_7,TR216,c
TR216_8,TR216,c
TR216_9,TR216,o
TR217_1,TR217,c
TR217_10,TR217,o
TR217_11,TR217,o
TR217_12,TR217,o
TR217_13,TR217,c
TR217_14,TR217,c
TR217_15,TR217,c
TR217_16,TR217,c
TR217_17,TR217,c
TR217_18,TR217,c
TR217_19,TR217,c
TR217_2,TR217,c
TR217_20,TR217,c
TR217_21,TR217,c
TR217_22,TR217,c
TR217_23,TR217,c
TR217_24,TR217,c
TR217_25,TR217,c
TR217_26,TR217,c
TR217_27,TR217,c
TR217_28,TR217,c
TR217_29,TR217,h
TR217_3,TR217,c
TR217_30,TR217,h
TR217_31,TR217,h
TR217_32,TR217,h
TR217_33,TR217,h
TR217_34,TR217,h
TR217_35,TR217,h
TR217_36,TR217,h
TR217_37,TR217,h
TR217_38,TR217,h
TR217_39,TR217,h
TR217_4,TR217,c
TR217_40,TR217,h
TR217_41,TR217,h
TR217_42,TR217,h
TR217_43,TR217,h
TR217_44,TR217,h
TR217_45,TR217,h
TR217_46,TR217,h
TR217_47,TR217,h
TR217_48,TR217,h
TR217_49,TR217,h
TR217_5,TR217,c
TR217_50,TR217,h
TR217_51,TR217,h
TR217_52,TR217,h
TR217_53,TR217,h
TR217_54,TR217,h
TR217_55,TR217,h
TR217_56,TR217,h
TR217_57,TR217,h
TR217_58,TR217,h
TR217_59,TR217,h
TR217_6,TR217,c
TR217_60,TR217,h
TR217_61,TR217,h
TR217_62,TR217,h
TR217_63,TR217,h
TR217_64,TR217,h
TR217_65,TR217,h
TR217_66,TR217,h
TR217_7,TR217,c
TR217_8,TR217,c
TR217_9,TR217,o
TR219_1,TR219,n
TR219_10,TR219,n
TR219_11,TR219,h
TR219_12,TR219,h
TR219_13,TR219,h
TR219_14,TR219,h
TR219_15,TR219,h
TR219_16,TR219,h
TR219_2,TR219,c
TR219_3,TR219,c
TR219_4,TR219,c
TR219_5,TR219,cl
TR219_6,TR219,c
TR219_7,TR219,cl
TR219_8,TR219,c
TR219_9,TR219,c
TR220_1,TR220,c
TR220_10,TR220,n
TR220_11,TR220,c
TR220_12,TR220,n
TR220_13,TR220,c
TR220_14,TR220,c
TR220_15,TR220,c
TR220_16,TR220,o
TR220_17,TR220,c
TR220_18,TR220,c
TR220_19,TR220,c
TR220_2,TR220,c
TR220_20,TR220,c
TR220_21,TR220,c
TR220_22,TR220,c
TR220_23,TR220,c
TR220_24,TR220,s
TR220_25,TR220,o
TR220_26,TR220,o
TR220_27,TR220,o
TR220_28,TR220,s
TR220_29,TR220,o
TR220_3,TR220,c
TR220_30,TR220,o
TR220_31,TR220,o
TR220_32,TR220,h
TR220_33,TR220,h
TR220_34,TR220,h
TR220_35,TR220,h
TR220_36,TR220,h
TR220_37,TR220,h
TR220_38,TR220,h
TR220_39,TR220,h
TR220_4,TR220,c
TR220_40,TR220,h
TR220_41,TR220,h
TR220_42,TR220,h
TR220_43,TR220,h
TR220_44,TR220,na
TR220_45,TR220,na
TR220_5,TR220,c
TR220_6,TR220,c
TR220_7,TR220,c
TR220_8,TR220,c
TR220_9,TR220,c
TR223_1,TR223,c
TR223_10,TR223,c
TR223_11,TR223,c
TR223_12,TR223,c
TR223_13,TR223,h
TR223_14,TR223,h
TR223_15,TR223,h
TR223_16,TR223,h
TR223_17,TR223,h
TR223_18,TR223,h
TR223_19,TR223,h
TR223_2,TR223,c
TR223_20,TR223,h
TR223_21,TR223,h
TR223_22,TR223,h
TR223_23,TR223,h
TR223_24,TR223,h
TR223_3,TR223,c
TR223_4,TR223,c
TR223_5,TR223,c
TR223_6,TR223,c
TR223_7,TR223,o
TR223_8,TR223,o
TR223_9,TR223,c
TR225_1,TR225,c
TR225_10,TR225,c
TR225_11,TR225,o
TR225_12,TR225,n
TR225_13,TR225,n
TR225_14,TR225,c
TR225_15,TR225,c
TR225_16,TR225,c
TR225_17,TR225,c
TR225_18,TR225,c
TR225_19,TR225,c
TR225_2,TR225,c
TR225_20,TR225,c
TR225_21,TR225,cl
TR225_22,TR225,s
TR225_23,TR225,o
TR225_24,TR225,o
TR225_25,TR225,o
TR225_26,TR225,h
TR225_27,TR225,h
TR225_28,TR225,h
TR225_29,TR225,h
TR225_3,TR225,c
TR225_30,TR225,h
TR225_31,TR225,h
TR225_32,TR225,h
TR225_33,TR225,h
TR225_34,TR225,h
TR225_35,TR225,h
TR225_36,TR225,h
TR225_37,TR225,h
TR225_38,TR225,c
TR225_39,TR225,c
TR225_4,TR225,c
TR225_40,TR225,c
TR225_41,TR225,c
TR225_42,TR225,c
TR225_43,TR225,c
TR225_44,TR225,c
TR225_45,TR225,c
TR225_46,TR225,c
TR225_47,TR225,c
TR225_48,TR225,o
TR225_49,TR225,n
TR225_5,TR225,c
TR225_50,TR225,n
TR225_51,TR225,c
TR225_52,TR225,c
TR225_53,TR225,c
TR225_54,TR225,c
TR225_55,TR225,c
TR225_56,TR225,c
TR225_57,TR225,c
TR225_58,TR225,cl
TR225_59,TR225,s
TR225_6,TR225,c
TR225_60,TR225,o
TR225_61,TR225,o
TR225_62,TR225,o
TR225_63,TR225,h
TR225_64,TR225,h
TR225_65,TR225,h
TR225_66,TR225,h
TR225_67,TR225,h
TR225_68,TR225,h
TR225_69,TR225,h
TR225_7,TR225,c
TR225_70,TR225,h
TR225_71,TR225,h
TR225_72,TR225,h
TR225_73,TR225,h
TR225_74,TR225,h
TR225_75,TR225,h
TR225_8,TR225,c
TR225_9,TR225,c
TR226_1,TR226,n
TR226_10,TR226,c
TR226_11,TR226,o
TR226_12,TR226,c
TR226_13,TR226,c
TR226_14,TR226,c
TR226_15,TR226,c
TR226_16,TR226,c
TR226_17,TR226,c
TR226_18,TR226,c
TR226_19,TR226,c
TR226_2,TR226,n
TR226_20,TR226,h
TR226_21,TR226,h
TR226_22,TR226,h
TR226_23,TR226,h
TR226_24,TR226,h
TR226_25,TR226,h
TR226_26,TR226,h
TR226_27,TR226,h
TR226_28,TR226,h
TR226_29,TR226,h
TR226_3,TR226,c
TR226_30,TR226,h
TR226_31,TR226,h
TR226_4,TR226,c
TR226_5,TR226,c
TR226_6,TR226,c
TR226_7,TR226,c
TR226_8,TR226,c
TR226_9,TR226,c
TR228_1,TR228,c
TR228_2,TR228,c
TR228_3,TR228,cl
TR228_4,TR228,cl
TR228_5,TR228,h
TR228_6,TR228,h
TR233_1,TR233,c
TR233_10,TR233,c
TR233_11,TR233,c
TR233_12,TR233,c
TR233_13,TR233,n
TR233_14,TR233,h
TR233_15,TR233,h
TR233_16,TR233,h
TR233_17,TR233,h
TR233_18,TR233,h
TR233_19,TR233,h
TR233_2,TR233,c
TR233_20,TR233,h
TR233_21,TR233,h
TR233_22,TR233,h
TR233_23,TR233,h
TR233_24,TR233,h
TR233_25,TR233,cl
TR233_26,TR233,h
TR233_3,TR233,c
TR233_4,TR233,c
TR233_5,TR233,c
TR233_6,TR233,c
TR233_7,TR233,c
TR233_8,TR233,c
TR233_9,TR233,c
TR234_1,TR234,c
TR234_10,TR234,h
TR234_11,TR234,h
TR234_2,TR234,c
TR234_3,TR234,c
TR234_4,TR234,n
TR234_5,TR234,c
TR234_6,TR234,s
TR234_7,TR234,h
TR234_8,TR234,h
TR234_9,TR234,h
TR235_1,TR235,c
TR235_10,TR235,c
TR235_11,TR235,c
TR235_12,TR235,c
TR235_13,TR235,c
TR235_14,TR235,c
TR235_15,TR235,c
TR235_16,TR235,c
TR235_17,TR235,c
TR235_18,TR235,c
TR235_19,TR235,c
TR235_2,TR235,c
TR235_20,TR235,o
TR235_21,TR235,o
TR235_22,TR235,o
TR235_23,TR235,o
TR235_24,TR235,h
TR235_25,TR235,h
TR235_26,TR235,h
TR235_27,TR235,h
TR235_28,TR235,h
TR235_29,TR235,h
TR235_3,TR235,c
TR235_30,TR235,h
TR235_31,TR235,h
TR235_32,TR235,h
TR235_33,TR235,h
TR235_34,TR235,h
TR235_35,TR235,h
TR235_36,TR235,h
TR235_37,TR235,h
TR235_38,TR235,h
TR235_39,TR235,h
TR235_4,TR235,c
TR235_40,TR235,h
TR235_41,TR235,h
TR235_42,TR235,h
TR235_43,TR235,h
TR235_44,TR235,h
TR235_45,TR235,h
TR235_5,TR235,c
TR235_6,TR235,c
TR235_7,TR235,c
TR235_8,TR235,c
TR235_9,TR235,o
TR238_1,TR238,n
TR238_10,TR238,h
TR238_11,TR238,h
TR238_12,TR238,h
TR238_13,TR238,h
TR238_14,TR238,zn
TR238_15,TR238,s
TR238_16,TR238,s
TR238_17,TR238,c
TR238_18,TR238,n
TR238_19,TR238,c
TR238_2,TR238,c
TR238_20,TR238,c
TR238_21,TR238,h
TR238_22,TR238,h
TR238_23,TR238,h
TR238_24,TR238,h
TR238_25,TR238,h
TR238_26,TR238,h
TR238_27,TR238,h
TR238_3,TR238,c
TR238_4,TR238,c
TR238_5,TR238,s
TR238_6,TR238,s
TR238_7,TR238,h
TR238_8,TR238,h
TR238_9,TR238,h
TR245_1,TR245,n
TR245_10,TR245,h
TR245_11,TR245,h
TR245_12,TR245,h
TR245_13,TR245,h
TR245_14,TR245,h
TR245_15,TR245,h
TR245_2,TR245,c
TR245_3,TR245,n
TR245_4,TR245,n
TR245_5,TR245,c
TR245_6,TR245,c
TR245_7,TR245,n
TR245_8,TR245,n
TR245_9,TR245,n
TR247_1,TR247,c
TR247_10,TR247,c
TR247_11,TR247,o
TR247_12,TR247,o
TR247_13,TR247,h
TR247_14,TR247,h
TR247_15,TR247,h
TR247_16,TR247,h
TR247_17,TR247,h
TR247_18,TR247,h
TR247_19,TR247,h
TR247_2,TR247,c
TR247_20,TR247,h
TR247_3,TR247,c
TR247_4,TR247,o
TR247_5,TR247,c
TR247_6,TR247,o
TR247_7,TR247,o
TR247_8,TR247,o
TR247_9,TR247,c
TR248_1,TR248,c
TR248_10,TR248,c
TR248_11,TR248,c
TR248_12,TR248,c
TR248_13,TR248,c
TR248_14,TR248,n
TR248_15,TR248,n
TR248_16,TR248,h
TR248_17,TR248,h
TR248_18,TR248,h
TR248_19,TR248,h
TR248_2,TR248,c
TR248_20,TR248,h
TR248_21,TR248,h
TR248_22,TR248,h
TR248_23,TR248,h
TR248_24,TR248,h
TR248_25,TR248,h
TR248_26,TR248,h
TR248_27,TR248,h
TR248_28,TR248,h
TR248_29,TR248,h
TR248_3,TR248,c
TR248_30,TR248,cl
TR248_31,TR248,h
TR248_32,TR248,cl
TR248_33,TR248,h
TR248_4,TR248,c
TR248_5,TR248,c
TR248_6,TR248,c
TR248_7,TR248,c
TR248_8,TR248,c
TR248_9,TR248,c
TR253_1,TR253,c
TR253_10,TR253,c
TR253_11,TR253,h
TR253_12,TR253,h
TR253_13,TR253,h
TR253_14,TR253,h
TR253_15,TR253,h
TR253_16,TR253,h
TR253_17,TR253,h
TR253_18,TR253,h
TR253_19,TR253,h
TR253_2,TR253,c
TR253_20,TR253,h
TR253_21,TR253,h
TR253_22,TR253,h
TR253_23,TR253,h
TR253_24,TR253,h
TR253_3,TR253,c
TR253_4,TR253,c
TR253_5,TR253,o
TR253_6,TR253,o
TR253_7,TR253,c
TR253_8,TR253,c
TR253_9,TR253,c
TR255_1,TR255,c
TR255_10,TR255,h
TR255_11,TR255,h
TR255_12,TR255,h
TR255_2,TR255,c
TR255_3,TR255,c
TR255_4,TR255,c
TR255_5,TR255,c
TR255_6,TR255,c
TR255_7,TR255,cl
TR255_8,TR255,cl
TR255_9,TR255,h
TR259_1,TR259,c
TR259_10,TR259,h
TR259_11,TR259,h
TR259_12,TR259,h
TR259_13,TR259,h
TR259_14,TR259,h
TR259_15,TR259,h
TR259_2,TR259,o
TR259_3,TR259,c
TR259_4,TR259,o
TR259_5,TR259,c
TR259_6,TR259,c
TR259_7,TR259,c
TR259_8,TR259,h
TR259_9,TR259,h
TR266_1,TR266,n
TR266_10,TR266,c
TR266_11,TR266,c
TR266_12,TR266,c
TR266_13,TR266,cl
TR266_14,TR266,h
TR266_15,TR266,h
TR266_16,TR266,h
TR266_17,TR266,h
TR266_18,TR266,h
TR266_19,TR266,h
TR266_2,TR266,c
TR266_20,TR266,h
TR266_21,TR266,h
TR266_22,TR266,h
TR266_23,TR266,h
TR266_24,TR266,h
TR266_3,TR266,c
TR266_4,TR266,n
TR266_5,TR266,o
TR266_6,TR266,c
TR266_7,TR266,c
TR266_8,TR266,c
TR266_9,TR266,c
TR267_1,TR267,c
TR267_10,TR267,h
TR267_2,TR267,c
TR267_3,TR267,c
TR267_4,TR267,o
TR267_5,TR267,h
TR267_6,TR267,h
TR267_7,TR267,h
TR267_8,TR267,h
TR267_9,TR267,h
TR269_1,TR269,c
TR269_2,TR269,c
TR269_3,TR269,c
TR269_4,TR269,cl
TR269_5,TR269,cl
TR269_6,TR269,h
TR269_7,TR269,h
TR269_8,TR269,h
TR269_9,TR269,h
TR272_1,TR272,c
TR272_2,TR272,c
TR272_3,TR272,c
TR272_4,TR272,h
TR272_5,TR272,h
TR272_6,TR272,h
TR272_7,TR272,h
TR272_8,TR272,h
TR272_9,TR272,h
TR275_1,TR275,c
TR275_2,TR275,c
TR275_3,TR275,cl
TR275_4,TR275,o
TR275_5,TR275,h
TR275_6,TR275,h
TR275_7,TR275,h
TR275_8,TR275,h
TR275_9,TR275,h
TR276_1,TR276,c
TR276_10,TR276,c
TR276_11,TR276,o
TR276_12,TR276,h
TR276_13,TR276,h
TR276_14,TR276,h
TR276_15,TR276,h
TR276_16,TR276,h
TR276_17,TR276,h
TR276_18,TR276,h
TR276_2,TR276,c
TR276_3,TR276,c
TR276_4,TR276,c
TR276_5,TR276,c
TR276_6,TR276,c
TR276_7,TR276,n
TR276_8,TR276,c
TR276_9,TR276,c
TR278_1,TR278,n
TR278_10,TR278,h
TR278_11,TR278,h
TR278_12,TR278,h
TR278_13,TR278,h
TR278_14,TR278,h
TR278_15,TR278,h
TR278_16,TR278,h
TR278_17,TR278,h
TR278_18,TR278,h
TR278_19,TR278,h
TR278_2,TR278,c
TR278_20,TR278,h
TR278_3,TR278,c
TR278_4,TR278,c
TR278_5,TR278,c
TR278_6,TR278,c
TR278_7,TR278,c
TR278_8,TR278,c
TR278_9,TR278,c
TR282_1,TR282,cl
TR282_2,TR282,c
TR282_3,TR282,br
TR282_4,TR282,br
TR282_5,TR282,h
TR285_1,TR285,c
TR285_10,TR285,c
TR285_11,TR285,c
TR285_12,TR285,c
TR285_13,TR285,c
TR285_14,TR285,c
TR285_15,TR285,c
TR285_16,TR285,c
TR285_17,TR285,c
TR285_18,TR285,c
TR285_19,TR285,c
TR285_2,TR285,c
TR285_20,TR285,n
TR285_21,TR285,n
TR285_22,TR285,n
TR285_23,TR285,h
TR285_24,TR285,h
TR285_25,TR285,h
TR285_26,TR285,h
TR285_27,TR285,h
TR285_28,TR285,h
TR285_29,TR285,h
TR285_3,TR285,c
TR285_30,TR285,h
TR285_31,TR285,h
TR285_32,TR285,h
TR285_33,TR285,h
TR285_34,TR285,h
TR285_35,TR285,h
TR285_36,TR285,h
TR285_37,TR285,h
TR285_38,TR285,h
TR285_39,TR285,h
TR285_4,TR285,c
TR285_40,TR285,h
TR285_41,TR285,cl
TR285_5,TR285,c
TR285_6,TR285,c
TR285_7,TR285,c
TR285_8,TR285,c
TR285_9,TR285,c
TR287_1,TR287,o
TR287_10,TR287,h
TR287_11,TR287,h
TR287_12,TR287,h
TR287_13,TR287,h
TR287_14,TR287,h
TR287_2,TR287,p
TR287_3,TR287,o
TR287_4,TR287,o
TR287_5,TR287,c
TR287_6,TR287,c
TR287_7,TR287,h
TR287_8,TR287,h
TR287_9,TR287,h
TR289_1,TR289,c
TR289_10,TR289,h
TR289_11,TR289,h
TR289_12,TR289,h
TR289_2,TR289,c
TR289_3,TR289,c
TR289_4,TR289,c
TR289_5,TR289,c
TR289_6,TR289,c
TR289_7,TR289,h
TR289_8,TR289,h
TR289_9,TR289,h
TR291_1,TR291,c
TR291_10,TR291,o
TR291_11,TR291,h
TR291_12,TR291,h
TR291_13,TR291,h
TR291_14,TR291,h
TR291_15,TR291,h
TR291_16,TR291,h
TR291_17,TR291,h
TR291_18,TR291,h
TR291_19,TR291,h
TR291_2,TR291,c
TR291_20,TR291,h
TR291_21,TR291,h
TR291_22,TR291,h
TR291_23,TR291,h
TR291_24,TR291,h
TR291_3,TR291,c
TR291_4,TR291,c
TR291_5,TR291,c
TR291_6,TR291,c
TR291_7,TR291,c
TR291_8,TR291,c
TR291_9,TR291,c
TR298_1,TR298,p
TR298_10,TR298,o
TR298_11,TR298,c
TR298_12,TR298,c
TR298_13,TR298,h
TR298_14,TR298,h
TR298_15,TR298,h
TR298_16,TR298,h
TR298_17,TR298,h
TR298_18,TR298,h
TR298_19,TR298,h
TR298_2,TR298,o
TR298_20,TR298,h
TR298_21,TR298,h
TR298_22,TR298,h
TR298_23,TR298,h
TR298_24,TR298,h
TR298_25,TR298,h
TR298_26,TR298,h
TR298_27,TR298,h
TR298_3,TR298,o
TR298_4,TR298,o
TR298_5,TR298,n
TR298_6,TR298,c
TR298_7,TR298,c
TR298_8,TR298,c
TR298_9,TR298,c
TR299_1,TR299,o
TR299_10,TR299,c
TR299_11,TR299,n
TR299_12,TR299,c
TR299_13,TR299,c
TR299_14,TR299,n
TR299_15,TR299,c
TR299_16,TR299,o
TR299_17,TR299,n
TR299_18,TR299,c
TR299_19,TR299,n
TR299_2,TR299,c
TR299_20,TR299,c
TR299_21,TR299,h
TR299_22,TR299,h
TR299_23,TR299,h
TR299_24,TR299,h
TR299_25,TR299,h
TR299_26,TR299,h
TR299_27,TR299,h
TR299_28,TR299,h
TR299_29,TR299,h
TR299_3,TR299,c
TR299_30,TR299,h
TR299_31,TR299,h
TR299_32,TR299,h
TR299_4,TR299,c
TR299_5,TR299,c
TR299_6,TR299,c
TR299_7,TR299,c
TR299_8,TR299,c
TR299_9,TR299,c
TR300_1,TR300,c
TR300_10,TR300,h
TR300_11,TR300,h
TR300_12,TR300,h
TR300_2,TR300,c
TR300_3,TR300,c
TR300_4,TR300,c
TR300_5,TR300,cl
TR300_6,TR300,h
TR300_7,TR300,h
TR300_8,TR300,h
TR300_9,TR300,h
TR304_1,TR304,cl
TR304_10,TR304,c
TR304_11,TR304,cl
TR304_12,TR304,c
TR304_13,TR304,o
TR304_14,TR304,o
TR304_15,TR304,c
TR304_16,TR304,cl
TR304_17,TR304,cl
TR304_18,TR304,o
TR304_19,TR304,o
TR304_2,TR304,c
TR304_20,TR304,h
TR304_21,TR304,h
TR304_22,TR304,h
TR304_23,TR304,h
TR304_3,TR304,c
TR304_4,TR304,c
TR304_5,TR304,c
TR304_6,TR304,c
TR304_7,TR304,c
TR304_8,TR304,cl
TR304_9,TR304,cl
TR305_1,TR305,c
TR305_10,TR305,c
TR305_11,TR305,c
TR305_12,TR305,c
TR305_13,TR305,c
TR305_14,TR305,c
TR305_15,TR305,c
TR305_16,TR305,c
TR305_17,TR305,c
TR305_18,TR305,c
TR305_19,TR305,c
TR305_2,TR305,c
TR305_20,TR305,c
TR305_21,TR305,c
TR305_22,TR305,c
TR305_23,TR305,c
TR305_24,TR305,cl
TR305_25,TR305,cl
TR305_26,TR305,cl
TR305_27,TR305,cl
TR305_28,TR305,cl
TR305_29,TR305,cl
TR305_3,TR305,c
TR305_30,TR305,cl
TR305_31,TR305,h
TR305_32,TR305,h
TR305_33,TR305,h
TR305_34,TR305,h
TR305_35,TR305,h
TR305_36,TR305,h
TR305_37,TR305,h
TR305_38,TR305,h
TR305_39,TR305,h
TR305_4,TR305,c
TR305_40,TR305,h
TR305_41,TR305,h
TR305_42,TR305,h
TR305_43,TR305,h
TR305_44,TR305,h
TR305_45,TR305,h
TR305_46,TR305,h
TR305_47,TR305,h
TR305_48,TR305,h
TR305_49,TR305,h
TR305_5,TR305,c
TR305_50,TR305,h
TR305_51,TR305,h
TR305_52,TR305,h
TR305_53,TR305,h
TR305_54,TR305,h
TR305_55,TR305,h
