,summary,config
4549,"{'_timestamp': 1701868110.4693718, 'lr': 1e-05, '_step': 177, 'epoch': 177, 'val_acc': 0.64, '_runtime': 21.129995822906498, 'test_acc': 0.6630434782608695, 'train_acc': 0.75}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4550,"{'_step': 199, 'val_acc': 0.88, 'test_acc': 0.9456521739130436, 'train_acc': 0.98, '_timestamp': 1701868146.207234, 'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 57}, '_runtime': 58.169939041137695}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4551,"{'_step': 199, '_wandb': {'runtime': 18}, '_runtime': 18.62111496925354, 'test_acc': 0.9891304347826086, 'train_acc': 1, '_timestamp': 1701868076.2904289, 'lr': 1e-05, 'val_acc': 1, 'epoch': 199}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4552,"{'_step': 199, 'epoch': 199, 'val_acc': 0.96, 'test_acc': 0.9782608695652174, 'train_acc': 1, 'lr': 1e-05, '_wandb': {'runtime': 20}, '_runtime': 21.129236936569217, '_timestamp': 1701868078.5751638}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4553,"{'lr': 1e-05, '_runtime': 44.401172161102295, '_timestamp': 1701868127.42988, 'test_acc': 0.9456521739130436, 'train_acc': 0.97, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 43}, 'val_acc': 0.84}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4554,"{'lr': 1e-05, '_step': 199, '_timestamp': 1701868076.566012, 'epoch': 199, '_wandb': {'runtime': 22}, 'val_acc': 0.96, '_runtime': 23.217278957366943, 'test_acc': 0.9239130434782608, 'train_acc': 1}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4555,"{'_wandb': {'runtime': 17}, 'val_acc': 1, 'test_acc': 1, 'lr': 1e-05, 'epoch': 199, '_runtime': 18.42402291297913, 'train_acc': 1, '_timestamp': 1701868076.558364, '_step': 199}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4556,"{'lr': 1e-05, '_step': 199, 'epoch': 199, 'train_acc': 0.83, '_timestamp': 1701868074.868593, '_wandb': {'runtime': 21}, 'val_acc': 0.64, '_runtime': 21.489727020263672, 'test_acc': 0.6847826086956522}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4557,"{'val_acc': 0.84, '_runtime': 28.311662912368774, 'train_acc': 0.97, 'lr': 1e-05, '_wandb': {'runtime': 27}, 'test_acc': 0.9347826086956522, '_timestamp': 1701868079.9236338, '_step': 199, 'epoch': 199}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4558,"{'_step': 199, '_wandb': {'runtime': 27}, 'val_acc': 0.96, 'test_acc': 0.9891304347826086, 'train_acc': 1, 'lr': 1e-05, 'epoch': 199, '_runtime': 28.077174186706543, '_timestamp': 1701868080.03852}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4559,"{'train_acc': 0.85, '_timestamp': 1701868072.725727, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 19}, 'val_acc': 0.76, 'test_acc': 0.6956521739130435, 'lr': 1e-05, '_runtime': 20.004520177841187}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4560,"{'lr': 1e-05, 'val_acc': 1, 'test_acc': 0.9782608695652174, 'train_acc': 1, '_timestamp': 1701868044.109913, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 16}, '_runtime': 17.009132146835327}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4561,"{'epoch': 199, '_wandb': {'runtime': 16}, 'val_acc': 1, '_runtime': 16.68656897544861, 'lr': 1e-05, '_step': 199, '_timestamp': 1701868044.222929, 'test_acc': 1, 'train_acc': 1}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4562,"{'lr': 1e-05, 'epoch': 199, 'val_acc': 0.96, 'train_acc': 1, '_timestamp': 1701868043.713978, '_step': 199, '_wandb': {'runtime': 15}, '_runtime': 16.364145040512085, 'test_acc': 0.967391304347826}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4563,"{'lr': 1e-05, 'epoch': 199, 'val_acc': 0.96, '_runtime': 16.73291802406311, '_step': 199, '_wandb': {'runtime': 16}, 'test_acc': 0.9891304347826086, 'train_acc': 1, '_timestamp': 1701868043.795458}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4564,"{'train_acc': 0.85, '_timestamp': 1701868041.691467, 'epoch': 199, '_wandb': {'runtime': 18}, 'val_acc': 0.68, 'test_acc': 0.6739130434782609, 'lr': 1e-05, '_step': 199, '_runtime': 19.517120122909542}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4565,"{'train_acc': 0.87, 'lr': 1e-05, '_wandb': {'runtime': 18}, 'val_acc': 0.84, 'test_acc': 0.75, '_step': 199, 'epoch': 199, '_runtime': 19.07532215118408, '_timestamp': 1701868041.598916}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4566,"{'val_acc': 0.92, '_runtime': 24.609917163848877, 'test_acc': 1, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 23}, 'train_acc': 1, '_timestamp': 1701868045.639471}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4567,"{'lr': 1e-05, '_wandb': {'runtime': 23}, 'val_acc': 0.96, '_runtime': 24.064970016479492, 'test_acc': 0.9891304347826086, 'train_acc': 1, '_timestamp': 1701868045.762793, '_step': 199, 'epoch': 199}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4568,"{'lr': 1e-05, '_step': 199, 'epoch': 199, '_runtime': 13.758697032928469, 'test_acc': 0.9782608695652174, 'train_acc': 1, '_wandb': {'runtime': 13}, 'val_acc': 1, '_timestamp': 1701868015.4520772}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4569,"{'_wandb': {'runtime': 13}, 'train_acc': 1, '_timestamp': 1701868015.14464, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 1, '_runtime': 14.033437967300417, 'test_acc': 1}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4570,"{'val_acc': 0.96, '_runtime': 16.536962032318115, 'train_acc': 1, '_timestamp': 1701868012.5207, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 16}, 'test_acc': 0.967391304347826}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4571,"{'epoch': 199, 'test_acc': 0.7608695652173914, 'train_acc': 0.87, '_timestamp': 1701868013.015252, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 16}, 'val_acc': 0.76, '_runtime': 17.18201994895935}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4572,"{'_wandb': {'runtime': 16}, 'val_acc': 0.96, 'test_acc': 0.9021739130434784, '_timestamp': 1701868012.731848, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_runtime': 16.531672954559326, 'train_acc': 1}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4573,"{'_step': 199, 'epoch': 199, '_wandb': {'runtime': 16}, '_runtime': 17.312602043151855, '_timestamp': 1701868012.742499, 'lr': 1e-05, 'val_acc': 0.96, 'test_acc': 0.9891304347826086, 'train_acc': 1}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4574,"{'lr': 1e-05, '_step': 199, '_runtime': 21.349688053131104, 'train_acc': 1, 'epoch': 199, '_wandb': {'runtime': 20}, 'val_acc': 0.92, 'test_acc': 0.9891304347826086, '_timestamp': 1701868012.355675}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 100}"
4575,"{'_step': 199, 'epoch': 199, '_wandb': {'runtime': 19}, 'val_acc': 1, 'train_acc': 1, 'lr': 1e-05, '_runtime': 20.06662392616272, 'test_acc': 0.9891304347826086, '_timestamp': 1701867985.3973298}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4576,"{'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 24}, 'test_acc': 0.9456521739130436, '_timestamp': 1701867984.553581, '_step': 199, 'val_acc': 0.96, '_runtime': 25.22097396850586, 'train_acc': 1}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4577,"{'_step': 199, '_wandb': {'runtime': 19}, 'val_acc': 1, '_runtime': 20.26228404045105, 'train_acc': 1, 'lr': 1e-05, 'epoch': 199, 'test_acc': 0.9891304347826086, '_timestamp': 1701867985.135742}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4578,"{'epoch': 199, 'test_acc': 0.9456521739130436, 'train_acc': 1, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 24}, 'val_acc': 0.92, '_runtime': 24.539303064346313, '_timestamp': 1701867984.090656}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4579,"{'_step': 199, 'epoch': 199, 'val_acc': 0.96, 'test_acc': 1, '_timestamp': 1701868011.692026, 'lr': 1e-05, '_wandb': {'runtime': 20}, '_runtime': 20.68628716468811, 'train_acc': 1}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 100}"
4580,"{'_step': 199, 'epoch': 199, '_wandb': {'runtime': 22}, 'test_acc': 0.9456521739130436, 'train_acc': 0.85, 'lr': 1e-05, '_runtime': 23.104504823684692, '_timestamp': 1701867977.991804, 'val_acc': 0.96}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4581,"{'val_acc': 0.68, '_runtime': 22.95139503479004, 'train_acc': 0.64, 'lr': 1e-05, '_step': 199, 'test_acc': 0.7065217391304348, '_timestamp': 1701867977.793944, 'epoch': 199, '_wandb': {'runtime': 22}}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4582,"{'_step': 199, 'test_acc': 0.967391304347826, 'train_acc': 0.98, 'lr': 1e-05, '_wandb': {'runtime': 33}, 'val_acc': 0.88, '_runtime': 34.0625479221344, '_timestamp': 1701867988.6211789, 'epoch': 199}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4583,"{'lr': 1e-05, '_runtime': 34.79248929023743, 'test_acc': 0.9782608695652174, '_timestamp': 1701867989.0776262, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 34}, 'val_acc': 0.88, 'train_acc': 0.99}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4584,"{'test_acc': 0.9891304347826086, 'train_acc': 1, '_wandb': {'runtime': 19}, '_runtime': 20.44700312614441, 'epoch': 199, 'val_acc': 1, '_timestamp': 1701867940.633263, 'lr': 1e-05, '_step': 199}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4585,"{'epoch': 199, '_wandb': {'runtime': 19}, '_runtime': 20.509399890899655, '_timestamp': 1701867939.913736, '_step': 199, 'val_acc': 1, 'test_acc': 0.9891304347826086, 'train_acc': 1, 'lr': 1e-05}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4586,"{'_step': 199, '_wandb': {'runtime': 21}, '_runtime': 22.42535901069641, 'train_acc': 1, '_timestamp': 1701867941.306258, 'lr': 1e-05, 'epoch': 199, 'val_acc': 0.96, 'test_acc': 0.9130434782608696}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4587,"{'train_acc': 1, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 22}, 'val_acc': 0.92, 'lr': 1e-05, '_runtime': 22.852065086364743, 'test_acc': 0.9565217391304348, '_timestamp': 1701867941.604608}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4588,"{'epoch': 187, 'val_acc': 0.88, '_runtime': 27.11677622795105, 'test_acc': 0.9782608695652174, 'train_acc': 0.99, '_timestamp': 1701867945.62527, 'lr': 1e-05, '_step': 187}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4589,"{'epoch': 199, '_wandb': {'runtime': 19}, 'train_acc': 0.8, 'lr': 1e-05, '_step': 199, 'val_acc': 0.76, '_runtime': 20.168046951293945, 'test_acc': 0.6521739130434783, '_timestamp': 1701867938.70485}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4590,"{'_timestamp': 1701867938.670454, 'epoch': 199, '_wandb': {'runtime': 19}, '_runtime': 20.1299889087677, 'test_acc': 0.6304347826086957, 'train_acc': 0.76, 'lr': 1e-05, '_step': 199, 'val_acc': 0.76}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4591,"{'_runtime': 31.85843801498413, 'test_acc': 0.9565217391304348, '_timestamp': 1701867944.685698, 'lr': 1e-05, '_step': 199, 'val_acc': 0.84, 'epoch': 199, '_wandb': {'runtime': 30}, 'train_acc': 0.96}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4592,"{'_runtime': 17.100658178329468, 'test_acc': 1, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 16}, 'val_acc': 0.96, 'train_acc': 1, '_timestamp': 1701867905.90331}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4593,"{'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 0.96, '_runtime': 17.70317506790161, 'test_acc': 0.9565217391304348, '_timestamp': 1701867904.339175, '_wandb': {'runtime': 17}, 'train_acc': 1}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4594,"{'lr': 1e-05, '_runtime': 17.52363395690918, '_timestamp': 1701867905.139326, 'train_acc': 1, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 16}, 'val_acc': 1, 'test_acc': 1}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4595,"{'test_acc': 0.9347826086956522, 'train_acc': 1, '_timestamp': 1701867905.1735191, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 17}, 'val_acc': 1, '_runtime': 17.73205304145813, 'epoch': 199}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4596,"{'test_acc': 0.6739130434782609, 'train_acc': 0.77, '_timestamp': 1701867904.1314502, 'lr': 1e-05, '_wandb': {'runtime': 18}, 'val_acc': 0.6, '_step': 199, 'epoch': 199, '_runtime': 18.64295220375061}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4597,"{'_timestamp': 1701867902.791477, 'epoch': 199, 'val_acc': 0.76, '_runtime': 20.704540967941284, 'train_acc': 0.85, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 20}, 'test_acc': 0.6847826086956522}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4598,"{'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 24}, 'val_acc': 0.88, 'test_acc': 0.9782608695652174, 'train_acc': 0.97, '_step': 199, '_runtime': 25.47407102584839, '_timestamp': 1701867907.545624}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4599,"{'epoch': 199, 'val_acc': 0.96, '_runtime': 25.92455792427063, '_timestamp': 1701867906.167783, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 25}, 'test_acc': 0.9891304347826086, 'train_acc': 1}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4600,"{'epoch': 199, 'val_acc': 1, '_runtime': 13.45494508743286, 'test_acc': 0.9565217391304348, 'lr': 1e-05, '_wandb': {'runtime': 12}, 'train_acc': 1, '_timestamp': 1701867874.643311, '_step': 199}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4601,"{'val_acc': 0.96, '_runtime': 15.768760919570925, '_timestamp': 1701867872.917208, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 15}, 'lr': 1e-05, 'test_acc': 0.9565217391304348, 'train_acc': 1}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4602,"{'val_acc': 1, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 13}, '_runtime': 13.808676958084106, 'test_acc': 0.967391304347826, 'train_acc': 1, '_timestamp': 1701867874.417185, 'lr': 1e-05}","{'fold': 2, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4603,"{'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 15}, 'val_acc': 0.88, '_runtime': 16.665775060653687, 'train_acc': 0.87, '_step': 199, 'test_acc': 0.8260869565217391, '_timestamp': 1701867871.8798862}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4604,"{'_step': 199, '_wandb': {'runtime': 15}, 'val_acc': 0.96, '_timestamp': 1701867872.232279, 'lr': 1e-05, 'epoch': 199, '_runtime': 15.693567991256714, 'test_acc': 0.9239130434782608, 'train_acc': 0.99}","{'fold': 2, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4605,"{'lr': 1e-05, '_wandb': {'runtime': 18}, 'test_acc': 0.9891304347826086, '_step': 199, 'epoch': 199, 'val_acc': 0.96, '_runtime': 19.28515601158142, 'train_acc': 1, '_timestamp': 1701867873.056115}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 100}"
4606,"{'epoch': 199, '_runtime': 16.614119052886963, 'test_acc': 0.7065217391304348, 'train_acc': 0.79, '_timestamp': 1701867871.063152, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 16}, 'val_acc': 0.68}","{'fold': 2, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4607,"{'lr': 1e-05, '_step': 199, 'val_acc': 0.96, 'train_acc': 1, '_timestamp': 1701867871.670743, 'epoch': 199, '_wandb': {'runtime': 20}, '_runtime': 20.793845891952515, 'test_acc': 0.9891304347826086}","{'fold': 2, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 100}"
4608,"{'val_acc': 0.92, '_runtime': 21.787358045578003, 'test_acc': 0.9782608695652174, 'train_acc': 0.95, '_timestamp': 1701867845.70751, '_step': 199, '_wandb': {'runtime': 21}, 'lr': 1e-05, 'epoch': 199}","{'fold': 1, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 100}"
4609,"{'_wandb': {'runtime': 24}, 'train_acc': 1, '_runtime': 25.435707092285156, 'test_acc': 0.9782608695652174, '_timestamp': 1701867846.3222442, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 1}","{'fold': 1, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 100}"
4610,"{'train_acc': 1, '_timestamp': 1701867843.942736, 'epoch': 199, 'val_acc': 1, 'test_acc': 0.9782608695652174, '_runtime': 22.796342849731445, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 22}}","{'fold': 1, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 8, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 100}"
